"tweetID","event","time","Relevancy","Moral","Stand","Rhetoric scheme","Victim","Villain","Hero","Problem nature","Blame target"
"963102541180321792",3,"before",1,"0","1","2","0","0","0","1","0"
"960529687205302272",3,"before",1,"0","-1","5","1","1","0","1","1"
"959488954692186117",3,"before",1,"1","-1","3","0","0","0","0","0"
"962009735338733571",3,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"959128682274045952",3,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"959114162453454848",3,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"962816724243447808",3,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"961156180562337792",3,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"959033880983625728",3,"before",1,"0","-1","4","0","1","0","0","0"
"915250240688664577",2,"0_48",1,"1","-1","4","1","0","0","1","1"
"914975380573847552",2,"0_48",1,"0","-1","2","0","1","0","1","1"
"915258075153522688",2,"0_48",1,"1","-1","2","0","1","0","1","1"
"914982929985560576",2,"0_48",1,"1","-1","2","0","1","0","0","1"
"915020400593051648",2,"0_48",1,"0","0","3","0","0","0","0","1"
"915028254779723776",2,"0_48",1,"1","1","6","0","0","1","0","0"
"915345743833174016",2,"0_48",1,"0","-1","5","0","0","0","0","1"
"914893360950898689",2,"0_48",1,"0","1","4","0","0","0","0","1"
"915194667494461440",2,"0_48",1,"0","-1","4","0","1","1","1","1"
"915013115443544064",2,"0_48",1,"0","-1","6","1","1","0","1","1"
"915240881195597824",2,"0_48",1,"0","1","5","0","0","0","0","0"
"914970886893133826",2,"0_48",1,"1","1","4","0","0","0","0","1"
"914890440926572544",2,"0_48",1,"1","1","3","0","0","0","0","1"
"915351993220255744",2,"0_48",1,"1","-1","1-3","0","0","0","0","0"
"915100447022702592",2,"0_48",1,"0","-1","2","0","1","0","1","1"
"914915929393262592",2,"0_48",1,"0","0","0-None","1","1","1","0","0"
"914911728428896256",2,"0_48",1,"0","1","1-4","0","0","0","1","1"
"915299623727538176",2,"0_48",1,"0","1","5","1","1","0","0","1"
"915108630864809984",2,"0_48",1,"0","1","2","1","1","0","1","1"
"914898291166396416",2,"0_48",1,"0","1","5","1","0","0","0","1"
"916099153003810816",2,"48_168",1,"1","-1","2","1","1","0","1","1"
"915553785585520643",2,"48_168",1,"0","-1","4","0","0","0","0","0"
"915712595281235968",2,"48_168",1,"0","0","0-None","0","0","0","0","0"
"916433252285648901",2,"48_168",1,"0","-1","2","0","0","0","1","1"
"915710018330140672",2,"48_168",1,"1","1","2","0","0","0","0","0"
"916292571156090885",2,"48_168",1,"0","-1","5","0","0","0","0","0"
"915729841617436672",2,"48_168",1,"0","1","6","0","0","0","1","1"
"916056562812076042",2,"48_168",1,"0","1","5","1","0","0","1","1"
"916976464532332544",2,"48_168",1,"0","1","3","0","0","0","1","1"
"915604627176824833",2,"48_168",1,"1","1","0-None","0","0","0","0","1"
"915756376466579457",2,"48_168",1,"0","1","0-None","0","0","0","0","0"
"916235030359404544",2,"48_168",1,"0","-1","0-None","0","0","1","0","0"
"915794609565036544",2,"48_168",1,"0","-1","4","0","0","0","0","0"
"915742176662913025",2,"48_168",1,"0","-1","2","0","0","0","0","0"
"915414669367693312",2,"48_168",1,"0","1","3","0","1","0","0","1"
"915369877363453952",2,"48_168",1,"0","1","5","0","1","0","0","1"
"915385096030572544",2,"48_168",1,"1","1","2","0","0","0","0","1"
"916338583484715008",2,"48_168",1,"0","-1","2","0","1","0","0","1"
"915590941200801794",2,"48_168",1,"0","-1","4","0","0","0","0","0"
"915594648193822722",2,"48_168",1,"0","1","3","0","0","0","0","1"
"918865079537369088",2,"168_336",1,"0","1","5","0","0","0","0","1"
"917465023806607360",2,"168_336",1,"0","1","2","0","1","0","1","1"
"917459962749767681",2,"168_336",1,"0","1","4","0","0","0","0","1"
"918581716872257537",2,"168_336",1,"0","0","4","0","0","0","0","0"
"917415578121498624",2,"168_336",1,"1","1","2","0","0","0","0","1"
"918654978637561858",2,"168_336",1,"1","1","3","0","0","0","0","0"
"917811842004615168",2,"168_336",1,"0","-1","0-None","0","0","0","0","1"
"918344492519849985",2,"168_336",1,"0","0","0-None","0","0","0","0","0"
"917484243118325767",2,"168_336",1,"0","-1","3","0","0","0","0","0"
"918237280740950017",2,"168_336",1,"0","-1","6","0","0","0","0","0"
"917710592588353536",2,"168_336",1,"0","-1","3","0","0","0","0","1"
"917278721463214080",2,"168_336",1,"0","-1","1-5","0","1","0","0","1"
"917746393304924162",2,"168_336",1,"0","1","4","0","1","0","0","1"
"918440009665040384",2,"168_336",1,"0","1","2","0","1","0","0","1"
"919060945556475906",2,"168_336",1,"0","1","3","0","0","1","0","0"
"917364088338108416",2,"168_336",1,"0","-1","0-None","0","0","0","0","1"
"917592013402390530",2,"168_336",1,"1","-1","2","1","0","0","0","1"
"918499660616159233",2,"168_336",1,"1","-1","2","1","1","0","1","1"
"917438354299420673",2,"168_336",1,"1","-1","3","1","1","0","0","0"
"917509433541976064",2,"168_336",1,"1","-1","2","0","0","0","0","0"
"910686433542774785",2,"before",1,"0","-1","4","0","0","0","0","1"
"912176200805580800",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"911016547933704192",2,"before",1,"0","-1","0-None","0","1","0","0","0"
"911788462440898560",2,"before",1,"0","-1","0-None","0","0","0","0","0"
"912139777461321728",2,"before",1,"0","-1","6","0","0","0","0","0"
"910976854898757632",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"912388806715768837",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"912727025525362688",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"909934593024827394",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"913594301980045312",2,"before",1,"1","-1","2","0","0","0","1","1"
"912949157282877440",2,"before",1,"0","1","4","0","0","0","0","0"
"913407853880209408",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"914520807413620738",2,"before",1,"0","0","4","0","0","0","0","0"
"911551005556445184",2,"before",1,"0","1","4","0","0","0","0","0"
"912534012706660352",2,"before",1,"0","1","4","0","0","0","0","0"
"913758226985910274",2,"before",1,"1","1","0-None","0","0","0","0","0"
"912165629070888961",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"911881915015118848",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"913032432462565376",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"911498724521549824",2,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"964151646925262848",3,"0_48",1,"0","1","5","0","0","0","0","1"
"964184287284260864",3,"0_48",1,"0","1","6","1","0","0","1","1"
"964059212245450752",3,"0_48",1,"0","1","2","1","1","0","1","1"
"963981371298508800",3,"0_48",1,"0","1","2","0","0","0","0","1"
"963915273555337217",3,"0_48",1,"0","1","4","0","0","0","0","0"
"963991033447985152",3,"0_48",1,"0","1","2","0","1","0","0","1"
"964203209945485314",3,"0_48",1,"0","-1","2","0","0","0","0","1"
"964051120783024129",3,"0_48",1,"0","1","4","1","0","0","1","0"
"964287770611994626",3,"0_48",1,"0","1","1-5","0","1","0","0","0"
"964085034369110017",3,"0_48",1,"0","1","4","0","0","0","0","0"
"964019082856079360",3,"0_48",1,"0","1","2","0","0","0","0","0"
"963951006538137600",3,"0_48",1,"1","1","2","0","0","0","0","0"
"963921899251118081",3,"0_48",1,"1","1","3","1","0","0","1","1"
"963916475621826560",3,"0_48",1,"1","-1","5","0","0","0","1","1"
"963924158706044928",3,"0_48",1,"0","-1","4","1","0","0","0","0"
"963931230508060672",3,"0_48",1,"0","-1","2","0","0","0","0","0"
"963936334900547584",3,"0_48",1,"0","-1","2","0","0","0","0","1"
"964261583957446656",3,"0_48",1,"0","0","0-None","0","0","0","0","0"
"963930619376881664",3,"0_48",1,"1","1","7","0","0","0","0","1"
"963997533709139968",3,"0_48",1,"0","-1","2","0","0","0","0","0"
"964628344443727878",3,"48_168",1,"0","-1","4","0","0","0","0","1"
"966079916847529984",3,"48_168",1,"0","-1","5","0","0","0","0","0"
"964813797872603136",3,"48_168",1,"0","1","2","0","0","0","0","0"
"964315996629614593",3,"48_168",1,"1","1","2","0","0","0","0","1"
"964999056333385728",3,"48_168",1,"1","1","2","0","0","0","0","1"
"964373732373311489",3,"48_168",1,"0","-1","2","0","1","0","0","1"
"965692904848183296",3,"48_168",1,"1","1","1-4","0","0","1","0","0"
"966087751819984896",3,"48_168",1,"1","1","7","0","0","0","0","1"
"964498517887717376",3,"48_168",1,"0","-1","2","0","0","0","0","1"
"964407378530598913",3,"48_168",1,"1","-1","5","0","0","1","0","0"
"964934757099347969",3,"48_168",1,"1","1","2","0","0","0","0","1"
"964335817274658817",3,"48_168",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"964638445653188616",3,"48_168",1,"0","0","0-None","0","0","0","0","0"
"965078400426762240",3,"48_168",1,"0","-1","1-5","0","1","0","0","1"
"964909055423660033",3,"48_168",1,"1","1","2","0","0","0","0","1"
"964834600752238594",3,"48_168",1,"1","1","2","0","0","0","0","1"
"964317716218773504",3,"48_168",1,"0","-1","1-5","1","1","0","0","1"
"964513401060888576",3,"48_168",1,"1","1","2","1","0","1","0","0"
"965782382115737600",3,"48_168",1,"1","1","0-None","0","0","0","0","0"
"964465833761099777",3,"48_168",1,"1","1","2","0","1","0","0","1"
"968302126551224320",3,"168_336",1,"0","-1","3","0","0","0","0","0"
"967683724593606656",3,"168_336",1,"0","-1","2","0","0","0","0","1"
"968613498921025536",3,"168_336",1,"0","1","4","0","0","0","0","0"
"966919859136163841",3,"168_336",1,"0","-1","4","0","0","0","1","0"
"966428996702412805",3,"168_336",1,"1","1","7","0","0","0","0","1"
"966150734424301568",3,"168_336",1,"0","1","5","0","0","0","0","0"
"966457307298119681",3,"168_336",1,"0","1","4","0","0","0","0","0"
"966122111508021248",3,"168_336",1,"1","1","7","0","0","0","0","1"
"967404116325515265",3,"168_336",1,"0","1","4","0","0","0","0","0"
"967610490095591424",3,"168_336",1,"1","-1","4","1","0","0","0","0"
"966467209949270017",3,"168_336",1,"1","1","7","0","0","0","0","1"
"966751229673115648",3,"168_336",1,"0","1","4","0","0","0","0","0"
"966529507464237061",3,"168_336",1,"0","-1","2","0","0","0","0","1"
"966470290707492866",3,"168_336",1,"1","1","6","0","0","0","0","1"
"966868715542274048",3,"168_336",1,"0","1","0-None","0","0","0","0","0"
"967189967394033664",3,"168_336",1,"1","1","0-None","0","0","0","0","1"
"967244474337259520",3,"168_336",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"967208942387519493",3,"168_336",1,"0","-1","3","0","0","0","0","0"
"966513325390684162",3,"168_336",1,"0","-1","6","0","0","0","0","1"
"967419937928220672",3,"168_336",1,"1","-1","4","0","0","0","0","0"
"960874395794333696",3,"before",1,"0","1","1-5","1","1","0","0","1"
"961434431675404288",3,"before",1,"0","1","6","0","0","1","0","0"
"963829748542697472",3,"before",1,"0","1","3","1","1","1","0","1"
"962006877906223104",3,"before",1,"0","-1","2","1","1","0","0","1"
"963521010485092358",3,"before",1,"1","-1","6","0","0","0","0","1"
"963158189779902465",3,"before",1,"0","1","3","1","0","0","1","1"
"958854372959567872",3,"before",1,"0","1","0-None","0","0","0","0","1"
"962053919986802689",3,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"958899861893632005",3,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"959888260695756801",3,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"963020304762195968",3,"before",1,"0","0","0-None","0","0","0","0","0"
"960412403228921856",3,"before",1,"0","-1","3","1","0","0","0","1"
"961328784971616262",3,"before",1,"1","1","2","0","0","1","0","1"
"962076351724388352",3,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"959643237848887296",3,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"958871762254553088",3,"before",1,"0","-1","0-None","0","0","0","0","0"
"961235165539438592",3,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"959547008037072896",3,"before",1,"1","-1","4","0","0","0","0","0"
"962788691893735424",3,"before",1,"1","-1","4","0","1","0","0","0"
"960152345127653376",3,"before",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
